date,previous,open_price,first_trade,high,low,close,change,volume,value,frequency,index_individual,offer,offer_volume,bid,bid_volume,listed_shares,tradeble_shares,weight_for_index,foreign_sell,foreign_buy,delisting_date,non_regular_volume,non_regular_value,non_regular_frequency
2024-01-05T00:00:00,100.0,0.0,0.0,133.0,70.0,89.0,-11.0,1954842300.0,168134636700.0,93527.0,89.0,89.0,15260200.0,88.0,3512500.0,6250000000.0,1250000000.0,1255000000.0,24544500.0,31393700.0,,143000.0,12498200.0,5.0
2024-01-08T00:00:00,89.0,0.0,0.0,88.0,58.0,60.0,-29.0,1489151800.0,97845770200.0,49109.0,60.0,61.0,882600.0,60.0,5399900.0,6250000000.0,1250000000.0,1255000000.0,67120500.0,78185200.0,,0.0,0.0,0.0
2024-01-09T00:00:00,60.0,0.0,0.0,64.0,57.0,59.0,-1.0,245318300.0,14584679900.0,12051.0,59.0,60.0,5728400.0,59.0,4648500.0,6250000000.0,1250000000.0,1255000000.0,10362900.0,10924200.0,,0.0,0.0,0.0
2024-01-10T00:00:00,59.0,0.0,0.0,60.0,50.0,57.0,-2.0,164490500.0,9296850300.0,8635.0,57.0,57.0,2561900.0,56.0,6062800.0,6250000000.0,1250000000.0,1255000000.0,26685700.0,26963700.0,,0.0,0.0,0.0
2024-01-11T00:00:00,57.0,0.0,0.0,67.0,51.0,61.0,4.0,923858400.0,57480342700.0,29107.0,61.0,62.0,6713400.0,61.0,76600.0,6250000000.0,1250000000.0,1255000000.0,26575700.0,25455200.0,,0.0,0.0,0.0
2024-01-12T00:00:00,61.0,0.0,0.0,63.0,56.0,57.0,-4.0,174673600.0,10226202500.0,7904.0,57.0,57.0,3043000.0,56.0,7030000.0,6250000000.0,1250000000.0,1255000000.0,10040900.0,10183800.0,,0.0,0.0,0.0
2024-01-15T00:00:00,57.0,0.0,0.0,59.0,54.0,56.0,-1.0,130954500.0,7305248100.0,6084.0,56.0,57.0,2087600.0,56.0,5066900.0,6250000000.0,1250000000.0,1255000000.0,21124000.0,22955300.0,,0.0,0.0,0.0
2024-01-16T00:00:00,56.0,0.0,0.0,58.0,55.0,57.0,1.0,70013400.0,3930725600.0,2998.0,57.0,57.0,978200.0,56.0,3188900.0,6250000000.0,1250000000.0,1255000000.0,1092000.0,6266000.0,,0.0,0.0,0.0
2024-01-17T00:00:00,57.0,0.0,0.0,58.0,55.0,55.0,-2.0,56494700.0,3168013600.0,3465.0,55.0,56.0,1386500.0,55.0,21502500.0,6250000000.0,1250000000.0,1255000000.0,74900.0,1146000.0,,0.0,0.0,0.0
2024-01-18T00:00:00,55.0,0.0,0.0,61.0,55.0,58.0,3.0,182369800.0,10566996900.0,9999.0,58.0,58.0,238900.0,57.0,21132600.0,6250000000.0,1250000000.0,1255000000.0,746600.0,1535800.0,,5200000.0,322400000.0,1.0
