date,previous,open_price,first_trade,high,low,close,change,volume,value,frequency,index_individual,offer,offer_volume,bid,bid_volume,listed_shares,tradeble_shares,weight_for_index,foreign_sell,foreign_buy,delisting_date,non_regular_volume,non_regular_value,non_regular_frequency
2022-12-09T00:00:00,96.0,0.0,0.0,103.0,87.0,87.0,-9.0,505240700.0,47518347600.0,41495.0,90.6,87.0,43291800.0,0.0,0.0,4020000000.0,1500000000.0,0.0,1704400.0,981100.0,,0.0,0.0,0.0
2022-12-12T00:00:00,87.0,0.0,0.0,79.0,79.0,79.0,-8.0,6743800.0,532760200.0,738.0,82.3,79.0,82501400.0,0.0,0.0,4020000000.0,1500000000.0,0.0,0.0,0.0,,0.0,0.0,0.0
2022-12-13T00:00:00,79.0,0.0,0.0,72.0,72.0,72.0,-7.0,3408400.0,245404800.0,1491.0,75.0,72.0,75110500.0,0.0,0.0,4020000000.0,1500000000.0,0.0,0.0,0.0,,0.0,0.0,0.0
2022-12-14T00:00:00,72.0,0.0,0.0,74.0,65.0,65.0,-7.0,158132400.0,10463024700.0,12904.0,67.7,65.0,4330400.0,0.0,0.0,4020000000.0,1500000000.0,0.0,26600.0,0.0,,0.0,0.0,0.0
2022-12-15T00:00:00,65.0,0.0,0.0,71.0,59.0,71.0,6.0,205152400.0,13651230500.0,11606.0,74.0,0.0,0.0,71.0,31921900.0,4020000000.0,1500000000.0,0.0,900.0,0.0,,0.0,0.0,0.0
2022-12-16T00:00:00,71.0,0.0,0.0,78.0,65.0,78.0,7.0,63075500.0,4835983300.0,3929.0,81.3,0.0,0.0,78.0,4036800.0,4020000000.0,1500000000.0,0.0,0.0,0.0,,0.0,0.0,0.0
2022-12-19T00:00:00,78.0,0.0,0.0,85.0,72.0,85.0,7.0,44025400.0,3649939900.0,2060.0,88.5,0.0,0.0,85.0,12888200.0,4020000000.0,1500000000.0,0.0,0.0,0.0,,0.0,0.0,0.0
2022-12-20T00:00:00,85.0,0.0,0.0,93.0,87.0,93.0,8.0,41165700.0,3822603500.0,2043.0,96.9,0.0,0.0,93.0,37272400.0,4020000000.0,1500000000.0,0.0,1055100.0,1040000.0,,0.0,0.0,0.0
2022-12-21T00:00:00,93.0,0.0,0.0,102.0,97.0,102.0,9.0,65526500.0,6641861800.0,4324.0,106.3,0.0,0.0,102.0,11977700.0,4020000000.0,1500000000.0,0.0,402800.0,520000.0,,0.0,0.0,0.0
2022-12-22T00:00:00,102.0,0.0,0.0,112.0,94.0,102.0,0.0,126406400.0,13098046800.0,12246.0,106.3,102.0,11021800.0,101.0,1116300.0,4020000000.0,1500000000.0,0.0,2861900.0,2885400.0,,0.0,0.0,0.0
2022-12-23T00:00:00,102.0,0.0,0.0,112.0,98.0,112.0,10.0,69646100.0,7484706200.0,5344.0,116.7,0.0,0.0,112.0,13671500.0,4020000000.0,1500000000.0,0.0,2786000.0,3822500.0,,0.0,0.0,0.0
2022-12-26T00:00:00,112.0,0.0,0.0,123.0,114.0,123.0,11.0,11383000.0,1396089300.0,1282.0,128.1,0.0,0.0,123.0,25338700.0,4020000000.0,1500000000.0,0.0,0.0,0.0,,0.0,0.0,0.0
2022-12-27T00:00:00,123.0,0.0,0.0,135.0,131.0,135.0,12.0,19155200.0,2574865500.0,1471.0,140.6,0.0,0.0,135.0,20802400.0,4020000000.0,1500000000.0,0.0,403900.0,0.0,,0.0,0.0,0.0
2022-12-28T00:00:00,135.0,0.0,0.0,148.0,122.0,122.0,-13.0,102995500.0,14678318900.0,9399.0,127.1,122.0,1079600.0,0.0,0.0,4020000000.0,1500000000.0,0.0,1048400.0,45100.0,,0.0,0.0,0.0
2022-12-29T00:00:00,122.0,0.0,0.0,132.0,110.0,110.0,-12.0,45966600.0,5176518900.0,4334.0,114.6,110.0,6127700.0,0.0,0.0,4020000000.0,1500000000.0,0.0,45000.0,29300.0,,0.0,0.0,0.0
2022-12-30T00:00:00,110.0,0.0,0.0,115.0,99.0,99.0,-11.0,73088800.0,7449981200.0,7258.0,103.1,99.0,6873300.0,0.0,0.0,4020000000.0,1500000000.0,0.0,29300.0,0.0,,0.0,0.0,0.0
2023-01-02T00:00:00,99.0,0.0,0.0,108.0,90.0,92.0,-7.0,78424700.0,7389197100.0,22218.0,95.8,93.0,4318900.0,92.0,700200.0,4020000000.0,1500000000.0,0.0,5700.0,368400.0,,0.0,0.0,0.0
2023-01-03T00:00:00,92.0,0.0,0.0,101.0,91.0,101.0,9.0,34239600.0,3352891000.0,2413.0,105.2,0.0,0.0,101.0,5232600.0,4020000000.0,1500000000.0,0.0,67400.0,2700.0,,0.0,0.0,0.0
2023-01-04T00:00:00,101.0,0.0,0.0,111.0,105.0,111.0,10.0,61364600.0,6758550400.0,2445.0,115.6,0.0,0.0,111.0,11766600.0,4020000000.0,1500000000.0,0.0,2700.0,0.0,,0.0,0.0,0.0
2023-01-05T00:00:00,111.0,0.0,0.0,122.0,101.0,105.0,-6.0,74317600.0,8699923500.0,14558.0,109.4,105.0,200.0,104.0,104700.0,4020000000.0,1500000000.0,0.0,300000.0,258800.0,,0.0,0.0,0.0
2023-01-06T00:00:00,105.0,0.0,0.0,113.0,100.0,112.0,7.0,14909500.0,1643650300.0,1935.0,116.7,113.0,451600.0,112.0,13200.0,4020000000.0,1500000000.0,0.0,58800.0,106700.0,,0.0,0.0,0.0
2023-01-09T00:00:00,112.0,0.0,0.0,115.0,103.0,106.0,-6.0,19622100.0,2129952800.0,2176.0,110.4,106.0,673600.0,105.0,184500.0,4020000000.0,1500000000.0,0.0,56700.0,28700.0,,0.0,0.0,0.0
2023-01-10T00:00:00,106.0,0.0,0.0,107.0,96.0,101.0,-5.0,27268100.0,2706024700.0,4442.0,105.2,101.0,142300.0,100.0,148700.0,4020000000.0,1500000000.0,0.0,228700.0,104600.0,,0.0,0.0,0.0
2023-01-11T00:00:00,101.0,0.0,0.0,106.0,97.0,102.0,1.0,15183500.0,1538518400.0,1096.0,106.3,102.0,243200.0,101.0,4500.0,4020000000.0,1500000000.0,0.0,31000.0,31400.0,,0.0,0.0,0.0
2023-01-12T00:00:00,102.0,0.0,0.0,105.0,101.0,102.0,0.0,4482900.0,458686600.0,485.0,106.3,103.0,118600.0,102.0,1047300.0,4020000000.0,1500000000.0,0.0,18500.0,18800.0,,0.0,0.0,0.0
2023-01-13T00:00:00,102.0,0.0,0.0,104.0,100.0,101.0,-1.0,3683300.0,373575800.0,414.0,105.2,102.0,729200.0,101.0,279000.0,4020000000.0,1500000000.0,0.0,17000.0,10500.0,,0.0,0.0,0.0
2023-01-16T00:00:00,101.0,0.0,0.0,105.0,93.0,105.0,4.0,13942600.0,1410603700.0,806.0,109.4,106.0,494000.0,105.0,252100.0,4020000000.0,1500000000.0,0.0,38000.0,34900.0,,0.0,0.0,0.0
